================================================================================
重复文件审核清单
================================================================================

【第一类】目录内重复文件（标准版 + 带前缀版并存，可删除带前缀版）
--------------------------------------------------------------------------------
共 28541 个目录，29414 个重复文件

序号     目录名                                      重复文件
1676   X7711_佛教十八不共法研究                          佛教十八不共法研究_原文.md
1677   X17172_佛教解释学_19                          佛教解释学_原文.md
1678   X23520_佛教四安乐行研究_31                       佛教四安乐行研究_原文.md
1679   X8020_佛教汉传寺院_1                           佛教汉传寺院_原文.md
1680   X16507_佛教哲学_18                           佛教哲学_原文.md
1681   X814_苯教口诀部心髓                             苯教口诀部心髓_原文.md
1682   X27471_佛教四念处研究_39                        佛教四念处研究_原文.md
1683   X21437_佛教四法印研究_27                        佛教四法印研究_原文.md
1684   X13153_佛教比较学_11                          佛教比较学_原文.md
1685   X11752_佛教妙觉研究_8                          佛教妙觉研究_原文.md
1686   X2823_佛教净土注疏_9                           佛教净土注疏_原文.md
1687   X8913_佛教寺院_3                             佛教寺院_原文.md
1688   X15100_佛教汉传论书_15                         佛教汉传论书_原文.md
1689   X23480_佛教四无色定研究_31                       佛教四无色定研究_原文.md
1690   X17106_佛教南传戒律_19                         佛教南传戒律_原文.md
1691   X16604_佛教南传节日_18                         佛教南传节日_原文.md
1692   X8733_佛教十二药叉研究_2                         佛教十二药叉研究_原文.md
1693   X4377_佛教道德论_2                            佛教道德论_原文.md
1694   X17196_佛教形而上学_19                         佛教形而上学_原文.md
1695   X2945_佛教雕塑_10                            佛教雕塑_原文.md
1696   X27800_佛教存在主义_40                         佛教存在主义_原文.md
1697   X10259_佛教二十五有研究_5                        佛教二十五有研究_原文.md
1698   X2192_佛教日本经典_5                           佛教日本经典_原文.md
1699   X18010_大乘论书_21                           大乘论书_原文.md
1700   X26189_佛教密宗神通_37                         佛教密宗神通_原文.md
1701   X7216_佛教史传_8                             佛教史传_原文.md
1702   X399_大乘起信论诠要                             大乘起信论诠要_原文.md
1702   X399_大乘起信论诠要                             大乘起信论诠要_解讀_學術.md
1702   X399_大乘起信论诠要                             大乘起信论诠要_解讀_白話.md
1703   X4272_佛教密宗忍辱_2                           佛教密宗忍辱_原文.md
1704   X15404_佛教四无量心研究_15                       佛教四无量心研究_原文.md
1705   X23303_佛教智能合约_31                         佛教智能合约_原文.md
1706   X768_噶举派大手印帕莫竹巴文集                        噶举派大手印帕莫竹巴文集_原文.md
1707   X16350_佛教十遍处研究_17                        佛教十遍处研究_原文.md
1708   X24132_佛教三论宗谱_33                         佛教三论宗谱_原文.md
1709   X6476_佛教安全心理学_6                          佛教安全心理学_原文.md
1710   X18248_佛教量子计算_21                         佛教量子计算_原文.md
1711   X19594_佛教净土注疏_24                         佛教净土注疏_原文.md
1712   X14466_因明论书_14                           因明论书_原文.md
1713   X26132_佛教诗歌_37                           佛教诗歌_原文.md
1714   X6946_佛教生物计算_7                           佛教生物计算_原文.md
1715   X23870_佛教涅槃研究_32                         佛教涅槃研究_原文.md
1716   X26085_佛教持息念研究_36                        佛教持息念研究_原文.md
1717   X1067_禅宗宗门颂古注疏                           禅宗宗门颂古注疏_原文.md
1718   X14491_佛教历法_14                           佛教历法_原文.md
1719   X10826_佛教四无量研究_6                         佛教四无量研究_原文.md
1720   X14988_佛教伦理_15                           佛教伦理_原文.md
1721   X1298_佛教韩国经典                             佛教韩国经典_原文.md
1722   X10348_佛教六度研究_5                          佛教六度研究_原文.md
1723   X22061_佛教史传_29                           佛教史传_原文.md
1724   X7452_佛教净土感应                             佛教净土感应_原文.md
1725   X24508_佛教界分别观研究_33                       佛教界分别观研究_原文.md
1726   X8734_佛教天龙八部研究_2                         佛教天龙八部研究_原文.md
1727   X12390_佛教四无碍辩研究_9                        佛教四无碍辩研究_原文.md
1728   X11237_佛教十地研究_7                          佛教十地研究_原文.md
1729   X2671_佛教密宗布施_8                           佛教密宗布施_原文.md
1730   X14091_佛教汉传历史_13                         佛教汉传历史_原文.md
1731   X27549_佛教四梵住研究_39                        佛教四梵住研究_原文.md
1732   X725_格鲁派仪轨论                              格鲁派仪轨论_原文.md
1733   X14790_佛教四智研究_14                         佛教四智研究_原文.md
1734   X18697_佛教生态主义_22                         佛教生态主义_原文.md
1735   X4700_佛教社会学_3                            佛教社会学_原文.md
1736   X18363_佛教四念处研究_21                        佛教四念处研究_原文.md
1737   X5631_佛教四依法研究_4                          佛教四依法研究_原文.md
1738   X8400_佛教地理_2                             佛教地理_原文.md
1739   X14402_佛教四摄受研究_13                        佛教四摄受研究_原文.md
1740   X2160_佛教藏传历史_5                           佛教藏传历史_原文.md
1741   X26658_佛教华严宗谱_38                         佛教华严宗谱_原文.md
1742   X980_华严经疏注                               华严经疏注_原文.md
1743   X9843_佛教十度研究_4                           佛教十度研究_原文.md
1744   X21604_佛教成实宗谱_28                         佛教成实宗谱_原文.md
1745   X3073_佛教南亚经典_10                          佛教南亚经典_原文.md
1746   X14932_佛教四禅定研究_14                        佛教四禅定研究_原文.md
1747   X18416_佛教四无量研究_21                        佛教四无量研究_原文.md
1748   X14266_佛教阿修罗研究_13                        佛教阿修罗研究_原文.md
1749   X15025_佛教法相宗谱_15                         佛教法相宗谱_原文.md
1750   X11739_佛教声闻研究_8                          佛教声闻研究_原文.md
